factory_id,project_id,date,priority_level,distance_km,weather_index,traffic_index,base_production_per_week,production_variability,routing_complexity,supply_risk,external_severity,day_of_week,is_weekend,week_of_month,priority_encoded,delay_hours,predicted_delay_hours,risk_label,current_reward,reward_at_risk,best_action,reward_delta,new_pred_hours,recommendation,base_value,shap_distance_km,shap_weather_index,shap_traffic_index,shap_base_production_per_week,shap_production_variability,shap_routing_complexity,shap_supply_risk,shap_external_severity,shap_day_of_week,shap_is_weekend,shap_week_of_month,shap_priority_encoded,top_driver_1,top_driver_1_shap,top_driver_2,top_driver_2_shap,top_driver_3,top_driver_3_shap,top_mitigator,mitigator_shap,plain_explanation,dispatch_rank
F4,P189,2026-04-28,High,482.94,0.56,0.32,49,0.08,1.0005153971643537,3.92,0.44,1,0,3,2,5.379999999999999,6.18,low risk,15.0,20.0,none_needed,0.0,6.18,On-time — no action needed,7.697,0.363,-0.346,-0.406,0.172,0.019,0.033,-0.007,-1.397,-0.029,0.0,0.548,-0.073,week_of_month,0.548,distance_km,0.363,base_production_per_week,0.172,supply_risk,-0.007,Base: 7.7h | Drivers: week_of_month: +0.55h | distance_km: +0.36h | base_production_per_week: +0.17h | Helping: supply_risk: -0.01h,6
F5,P188,2026-04-28,High,76.22,0.56,0.32,31,0.14,1.0143667134802437,4.340000000000001,0.44,1,0,3,2,1.12,1.07,low risk,15.0,20.0,none_needed,0.0,1.07,On-time — no action needed,7.697,-5.572,-0.149,-0.171,-0.074,-0.019,-0.021,-0.007,-0.853,-0.026,0.0,0.346,-0.052,week_of_month,0.346,is_weekend,0.0,supply_risk,-0.007,supply_risk,-0.007,Base: 7.7h | Drivers: week_of_month: +0.35h | is_weekend: +0.00h | Helping: supply_risk: -0.01h,7
F3,P73,2026-04-28,High,207.63,0.56,0.32,43,0.15,1.0422399818034056,6.45,0.44,1,0,3,2,2.63,3.1,low risk,15.0,20.0,none_needed,0.0,3.1,On-time — no action needed,7.697,-3.413,-0.153,-0.213,-0.086,-0.018,-0.096,0.005,-0.836,-0.026,0.0,0.284,-0.049,week_of_month,0.284,supply_risk,0.005,is_weekend,0.0,production_variability,-0.018,Base: 7.7h | Drivers: week_of_month: +0.28h | supply_risk: +0.00h | is_weekend: +0.00h | Helping: production_variability: -0.02h,8
F2,P80,2026-04-28,Medium,308.18,0.56,0.32,42,0.06,0.9991998846505308,2.52,0.44,1,0,3,1,3.97,4.09,low risk,10.0,10.0,none_needed,0.0,4.09,On-time — no action needed,7.697,-2.2,-0.228,-0.283,-0.136,-0.021,0.094,0.027,-0.999,-0.021,0.001,0.404,-0.028,week_of_month,0.404,routing_complexity,0.094,supply_risk,0.027,day_of_week,-0.021,Base: 7.7h | Drivers: week_of_month: +0.40h | routing_complexity: +0.09h | supply_risk: +0.03h | Helping: day_of_week: -0.02h,35
F5,P191,2026-04-28,Low,663.16,0.56,0.32,31,0.14,1.0186467665582923,4.340000000000001,0.44,1,0,3,0,6.220000000000002,8.18,HIGH RISK,-16.89,16.89,reschedule,26.89,5.928,Reschedule to 2026-04-10 (severity 0.31) → pred 5.93h [Δ +26.9],7.697,2.631,-0.444,-0.582,-0.069,0.006,-0.114,-0.019,-1.188,-0.033,0.001,0.268,0.121,distance_km,2.631,week_of_month,0.268,priority_encoded,0.121,supply_risk,-0.019,Base: 7.7h | Drivers: distance_km: +2.63h | week_of_month: +0.27h | priority_encoded: +0.12h | Helping: supply_risk: -0.02h,23
F5,P17,2026-04-28,High,600.16,0.56,0.32,31,0.14,1.0226231050494985,4.340000000000001,0.44,1,0,3,2,7.559999999999999,7.86,HIGH RISK,-11.24,16.240000000000002,reschedule,26.24,5.749,Reschedule to 2026-04-10 (severity 0.31) → pred 5.75h [Δ +26.2],7.697,2.023,-0.435,-0.501,-0.125,0.004,-0.015,-0.01,-1.102,-0.059,0.0,0.351,-0.057,distance_km,2.023,week_of_month,0.351,production_variability,0.004,supply_risk,-0.01,Base: 7.7h | Drivers: distance_km: +2.02h | week_of_month: +0.35h | production_variability: +0.00h | Helping: supply_risk: -0.01h,24
F2,P25,2026-04-28,Low,314.35,0.56,0.32,42,0.06,1.0046859900120704,2.52,0.44,1,0,3,0,3.9,4.12,low risk,10.0,10.0,none_needed,0.0,4.12,On-time — no action needed,7.697,-2.268,-0.236,-0.276,-0.14,0.004,-0.074,0.027,-0.962,-0.019,0.001,0.388,0.088,week_of_month,0.388,priority_encoded,0.088,supply_risk,0.027,day_of_week,-0.019,Base: 7.7h | Drivers: week_of_month: +0.39h | priority_encoded: +0.09h | supply_risk: +0.03h | Helping: day_of_week: -0.02h,36
F4,P66,2026-04-28,Low,688.08,0.56,0.32,49,0.08,1.021844033914635,3.92,0.44,1,0,3,0,8.629999999999999,8.66,HIGH RISK,-17.84,17.84,reschedule,27.84,6.681,Reschedule to 2026-04-20 (severity 0.33) → pred 6.68h [Δ +27.8],7.697,3.142,-0.455,-0.616,0.134,0.022,-0.085,-0.01,-1.385,-0.033,0.001,0.254,0.121,distance_km,3.142,week_of_month,0.254,base_production_per_week,0.134,supply_risk,-0.01,Base: 7.7h | Drivers: distance_km: +3.14h | week_of_month: +0.25h | base_production_per_week: +0.13h | Helping: supply_risk: -0.01h,18
F3,P27,2026-04-28,Low,433.74,0.56,0.32,43,0.15,1.0061122835107277,6.45,0.44,1,0,3,0,3.960000000000001,5.68,low risk,10.0,10.0,none_needed,0.0,5.68,On-time — no action needed,7.697,-0.327,-0.338,-0.399,-0.024,0.009,0.177,-0.005,-1.15,-0.016,0.001,0.497,0.1,week_of_month,0.497,routing_complexity,0.177,priority_encoded,0.1,supply_risk,-0.005,Base: 7.7h | Drivers: week_of_month: +0.50h | routing_complexity: +0.18h | priority_encoded: +0.10h | Helping: supply_risk: -0.00h,37
F5,P198,2026-04-28,High,513.54,0.56,0.32,31,0.14,1.0079081032683446,4.340000000000001,0.44,1,0,3,2,8.2,6.7,low risk,15.0,20.0,none_needed,0.0,6.7,On-time — no action needed,7.697,1.061,-0.415,-0.451,-0.15,0.001,0.03,-0.007,-1.274,-0.024,0.0,0.449,-0.059,distance_km,1.061,week_of_month,0.449,routing_complexity,0.03,supply_risk,-0.007,Base: 7.7h | Drivers: distance_km: +1.06h | week_of_month: +0.45h | routing_complexity: +0.03h | Helping: supply_risk: -0.01h,9
F4,P57,2026-04-28,Medium,473.58,0.56,0.32,49,0.08,1.0044103056453026,3.92,0.44,1,0,3,1,6.68,6.04,low risk,10.0,10.0,none_needed,0.0,6.04,On-time — no action needed,7.697,0.12,-0.354,-0.402,0.174,0.027,-0.057,-0.007,-1.398,-0.029,0.001,0.503,-0.029,week_of_month,0.503,base_production_per_week,0.174,distance_km,0.12,supply_risk,-0.007,Base: 7.7h | Drivers: week_of_month: +0.50h | base_production_per_week: +0.17h | distance_km: +0.12h | Helping: supply_risk: -0.01h,38
F5,P190,2026-04-28,Low,341.02,0.56,0.32,31,0.14,0.9989466056568614,4.340000000000001,0.44,1,0,3,0,3.76,4.69,low risk,10.0,10.0,none_needed,0.0,4.69,On-time — no action needed,7.697,-1.638,-0.302,-0.264,-0.158,-0.006,0.144,-0.007,-1.075,-0.02,0.001,0.408,0.102,week_of_month,0.408,routing_complexity,0.144,priority_encoded,0.102,production_variability,-0.006,Base: 7.7h | Drivers: week_of_month: +0.41h | routing_complexity: +0.14h | priority_encoded: +0.10h | Helping: production_variability: -0.01h,39
F4,P114,2026-04-28,Medium,647.27,0.56,0.32,49,0.08,1.0017712833257937,3.92,0.44,1,0,3,1,8.850000000000001,8.26,HIGH RISK,-17.05,17.05,reschedule,27.05,6.128,Reschedule to 2026-04-20 (severity 0.33) → pred 6.13h [Δ +27.1],7.697,2.451,-0.455,-0.571,0.171,0.023,-0.035,-0.019,-1.256,-0.036,0.001,0.47,-0.048,distance_km,2.451,week_of_month,0.47,base_production_per_week,0.171,supply_risk,-0.019,Base: 7.7h | Drivers: distance_km: +2.45h | week_of_month: +0.47h | base_production_per_week: +0.17h | Helping: supply_risk: -0.02h,21
F5,P34,2026-04-28,High,462.59,0.56,0.32,31,0.14,1.0254902518077629,4.340000000000001,0.44,1,0,3,2,4.85,5.89,low risk,15.0,20.0,none_needed,0.0,5.89,On-time — no action needed,7.697,0.12,-0.334,-0.41,-0.07,0.009,-0.067,0.001,-1.288,-0.034,0.0,0.307,-0.057,week_of_month,0.307,distance_km,0.12,production_variability,0.009,day_of_week,-0.034,Base: 7.7h | Drivers: week_of_month: +0.31h | distance_km: +0.12h | production_variability: +0.01h | Helping: day_of_week: -0.03h,10
F1,P114,2026-04-28,Medium,331.39,0.56,0.32,30,0.17,0.9982508264367728,5.1000000000000005,0.44,1,0,3,1,5.640000000000001,4.7,low risk,10.0,10.0,none_needed,0.0,4.7,On-time — no action needed,7.697,-1.7,-0.314,-0.255,-0.111,-0.007,0.015,-0.007,-1.069,0.015,0.001,0.444,-0.036,week_of_month,0.444,day_of_week,0.015,routing_complexity,0.015,production_variability,-0.007,Base: 7.7h | Drivers: week_of_month: +0.44h | day_of_week: +0.02h | routing_complexity: +0.01h | Helping: production_variability: -0.01h,40
F3,P170,2026-04-28,High,246.24,0.56,0.32,43,0.15,1.052237044344853,6.45,0.44,1,0,3,2,2.92,3.51,low risk,15.0,20.0,none_needed,0.0,3.51,On-time — no action needed,7.697,-2.983,-0.189,-0.245,-0.086,-0.018,-0.153,0.005,-0.846,-0.026,0.0,0.284,-0.049,week_of_month,0.284,supply_risk,0.005,is_weekend,0.0,production_variability,-0.018,Base: 7.7h | Drivers: week_of_month: +0.28h | supply_risk: +0.00h | is_weekend: +0.00h | Helping: production_variability: -0.02h,11
F2,P187,2026-04-28,Medium,254.48,0.56,0.32,42,0.06,1.0419000166619656,2.52,0.44,1,0,3,1,2.3199999999999994,3.63,low risk,10.0,10.0,none_needed,0.0,3.63,On-time — no action needed,7.697,-2.796,-0.17,-0.28,-0.086,0.004,-0.038,-0.008,-0.808,-0.026,0.001,0.287,-0.015,week_of_month,0.287,production_variability,0.004,is_weekend,0.001,supply_risk,-0.008,Base: 7.7h | Drivers: week_of_month: +0.29h | production_variability: +0.00h | is_weekend: +0.00h | Helping: supply_risk: -0.01h,41
F2,P189,2026-04-28,High,374.38,0.56,0.32,42,0.06,1.0421987800650094,2.52,0.44,1,0,3,2,5.92,4.53,low risk,15.0,20.0,none_needed,0.0,4.53,On-time — no action needed,7.697,-1.602,-0.289,-0.28,-0.088,-0.012,-0.063,-0.008,-1.03,-0.039,0.0,0.287,-0.05,week_of_month,0.287,is_weekend,0.0,supply_risk,-0.008,supply_risk,-0.008,Base: 7.7h | Drivers: week_of_month: +0.29h | is_weekend: +0.00h | Helping: supply_risk: -0.01h,12
F5,P89,2026-04-28,High,84.99,0.56,0.32,31,0.14,1.0263285333388403,4.340000000000001,0.44,1,0,3,2,1.52,1.13,low risk,15.0,20.0,none_needed,0.0,1.13,On-time — no action needed,7.697,-5.478,-0.138,-0.188,-0.071,-0.019,-0.077,0.001,-0.869,-0.026,0.0,0.307,-0.051,week_of_month,0.307,supply_risk,0.001,is_weekend,0.0,production_variability,-0.019,Base: 7.7h | Drivers: week_of_month: +0.31h | supply_risk: +0.00h | is_weekend: +0.00h | Helping: production_variability: -0.02h,13
F1,P200,2026-04-28,Low,398.4,0.56,0.32,30,0.17,1.0160167209832545,5.1000000000000005,0.44,1,0,3,0,3.899999999999999,5.04,low risk,10.0,10.0,none_needed,0.0,5.04,On-time — no action needed,7.697,-1.279,-0.301,-0.283,-0.018,0.004,-0.046,-0.007,-1.035,-0.027,0.001,0.331,0.103,week_of_month,0.331,priority_encoded,0.103,production_variability,0.004,supply_risk,-0.007,Base: 7.7h | Drivers: week_of_month: +0.33h | priority_encoded: +0.10h | production_variability: +0.00h | Helping: supply_risk: -0.01h,42
F4,P105,2026-04-28,Low,525.78,0.56,0.32,49,0.08,1.004313264974264,3.92,0.44,1,0,3,0,5.809999999999999,6.95,low risk,10.0,10.0,none_needed,0.0,6.95,On-time — no action needed,7.697,1.096,-0.407,-0.483,0.169,0.018,-0.146,-0.007,-1.326,-0.022,0.001,0.542,0.101,distance_km,1.096,week_of_month,0.542,base_production_per_week,0.169,supply_risk,-0.007,Base: 7.7h | Drivers: distance_km: +1.10h | week_of_month: +0.54h | base_production_per_week: +0.17h | Helping: supply_risk: -0.01h,43
F1,P151,2026-04-28,Low,659.01,0.56,0.32,30,0.17,1.0194207272717402,5.1000000000000005,0.44,1,0,3,0,11.419999999999998,8.32,HIGH RISK,-17.16,17.16,reschedule,27.16,6.104,Reschedule to 2026-04-10 (severity 0.31) → pred 6.10h [Δ +27.2],7.697,2.559,-0.455,-0.568,-0.031,0.005,0.209,-0.018,-1.075,-0.033,0.001,0.298,0.135,distance_km,2.559,week_of_month,0.298,routing_complexity,0.209,supply_risk,-0.018,Base: 7.7h | Drivers: distance_km: +2.56h | week_of_month: +0.30h | routing_complexity: +0.21h | Helping: supply_risk: -0.02h,20
F1,P4,2026-04-29,High,774.08,0.04,0.92,30,0.17,1.0299151602902838,5.1000000000000005,0.48,2,0,4,2,6.599999999999998,11.3,HIGH RISK,-18.13,23.13,reschedule,33.13,7.062,Reschedule to 2026-04-10 (severity 0.31) → pred 7.06h [Δ +33.1],7.697,4.711,-0.563,0.479,-0.193,-0.019,-0.048,-0.005,-0.859,-0.08,-0.011,0.256,-0.181,distance_km,4.711,traffic_index,0.479,week_of_month,0.256,supply_risk,-0.005,Base: 7.7h | Drivers: distance_km: +4.71h | traffic_index: +0.48h | week_of_month: +0.26h | Helping: supply_risk: -0.01h,6
F5,P78,2026-04-29,Low,728.04,0.04,0.92,31,0.14,1.0200809082413609,4.340000000000001,0.48,2,0,4,0,8.86,11.2,HIGH RISK,-22.93,22.93,reschedule,32.93,6.799,Reschedule to 2026-04-10 (severity 0.31) → pred 6.80h [Δ +32.9],7.697,4.285,-0.671,0.597,-0.088,-0.012,0.043,-0.013,-0.754,-0.038,0.002,0.256,0.101,distance_km,4.285,traffic_index,0.597,week_of_month,0.256,production_variability,-0.012,Base: 7.7h | Drivers: distance_km: +4.28h | traffic_index: +0.60h | week_of_month: +0.26h | Helping: production_variability: -0.01h,7
F5,P76,2026-04-29,High,753.36,0.04,0.92,31,0.14,1.0218180936623804,4.340000000000001,0.48,2,0,4,2,14.190000000000005,11.06,HIGH RISK,-17.65,22.65,reschedule,32.65,6.758,Reschedule to 2026-04-10 (severity 0.31) → pred 6.76h [Δ +32.6],7.697,3.816,-0.571,0.678,-0.079,-0.013,0.072,-0.005,-0.761,-0.005,0.001,0.262,-0.085,distance_km,3.816,traffic_index,0.678,week_of_month,0.262,day_of_week,-0.005,Base: 7.7h | Drivers: distance_km: +3.82h | traffic_index: +0.68h | week_of_month: +0.26h | Helping: day_of_week: -0.00h,8
F4,P116,2026-04-29,Low,512.33,0.04,0.92,49,0.08,1.0046435289996505,3.92,0.48,2,0,4,0,8.28,8.92,HIGH RISK,-18.36,18.36,reschedule,28.36,5.579,Reschedule to 2026-04-20 (severity 0.33) → pred 5.58h [Δ +28.4],7.697,1.294,-0.517,0.538,0.342,-0.011,-0.091,-0.018,-0.486,-0.026,0.002,0.54,0.064,distance_km,1.294,week_of_month,0.54,traffic_index,0.538,production_variability,-0.011,Base: 7.7h | Drivers: distance_km: +1.29h | week_of_month: +0.54h | traffic_index: +0.54h | Helping: production_variability: -0.01h,22
F2,P162,2026-04-29,Low,353.09,0.04,0.92,42,0.06,1.0374400351396746,2.52,0.48,2,0,4,0,5.25,5.49,low risk,10.0,10.0,none_needed,0.0,5.49,On-time — no action needed,7.697,-1.837,-0.358,0.506,-0.106,0.062,-0.07,0.024,-0.444,-0.04,0.002,0.269,0.032,traffic_index,0.506,week_of_month,0.269,production_variability,0.062,day_of_week,-0.04,Base: 7.7h | Drivers: traffic_index: +0.51h | week_of_month: +0.27h | production_variability: +0.06h | Helping: day_of_week: -0.04h,24
F4,P10,2026-04-29,Low,691.69,0.04,0.92,49,0.08,1.0224250140604885,3.92,0.48,2,0,4,0,11.93,10.88,HIGH RISK,-22.29,22.29,reschedule,32.29,6.681,Reschedule to 2026-04-20 (severity 0.33) → pred 6.68h [Δ +32.3],7.697,3.408,-0.651,0.573,0.306,-0.007,-0.015,-0.005,-0.576,-0.036,0.002,0.253,0.084,distance_km,3.408,traffic_index,0.573,base_production_per_week,0.306,supply_risk,-0.005,Base: 7.7h | Drivers: distance_km: +3.41h | traffic_index: +0.57h | base_production_per_week: +0.31h | Helping: supply_risk: -0.00h,11
F4,P30,2026-04-29,Medium,659.68,0.04,0.92,49,0.08,0.9991179815051376,3.92,0.48,2,0,4,1,7.810000000000002,10.25,HIGH RISK,-21.03,21.03,reschedule,31.03,6.128,Reschedule to 2026-04-20 (severity 0.33) → pred 6.13h [Δ +31.0],7.697,2.565,-0.706,0.582,0.337,-0.004,-0.009,-0.017,-0.419,-0.04,0.002,0.471,-0.033,distance_km,2.565,traffic_index,0.582,week_of_month,0.471,production_variability,-0.004,Base: 7.7h | Drivers: distance_km: +2.57h | traffic_index: +0.58h | week_of_month: +0.47h | Helping: production_variability: -0.00h,13
F2,P22,2026-04-29,Medium,346.48,0.04,0.92,42,0.06,1.0272415209025134,2.52,0.48,2,0,4,1,5.33,5.54,low risk,10.0,10.0,none_needed,0.0,5.54,On-time — no action needed,7.697,-1.846,-0.37,0.525,-0.077,0.062,0.012,0.023,-0.434,-0.03,0.002,0.222,-0.003,traffic_index,0.525,week_of_month,0.222,production_variability,0.062,priority_encoded,-0.003,Base: 7.7h | Drivers: traffic_index: +0.53h | week_of_month: +0.22h | production_variability: +0.06h | Helping: priority_encoded: -0.00h,25
F2,P41,2026-04-29,Low,431.57,0.04,0.92,42,0.06,0.9982518299735842,2.52,0.48,2,0,4,0,4.25,6.88,low risk,10.0,10.0,none_needed,0.0,6.88,On-time — no action needed,7.697,-0.311,-0.427,0.535,-0.176,-0.0,-0.044,0.084,-0.528,-0.057,0.002,0.385,0.076,traffic_index,0.535,week_of_month,0.385,supply_risk,0.084,production_variability,-0.0,Base: 7.7h | Drivers: traffic_index: +0.53h | week_of_month: +0.39h | supply_risk: +0.08h | Helping: production_variability: -0.00h,26
F3,P55,2026-04-29,High,799.76,0.04,0.92,43,0.15,1.0010152466058402,6.45,0.48,2,0,4,2,15.260000000000002,11.51,HIGH RISK,-18.55,23.55,factory_swap,33.55,3.619,Swap to F5 (dist 218km) → pred 3.62h [Δ +33.5],7.697,4.972,-0.611,0.45,-0.07,-0.021,-0.076,-0.014,-0.816,-0.049,-0.011,0.469,-0.254,distance_km,4.972,week_of_month,0.469,traffic_index,0.45,is_weekend,-0.011,Base: 7.7h | Drivers: distance_km: +4.97h | week_of_month: +0.47h | traffic_index: +0.45h | Helping: is_weekend: -0.01h,5
F4,P73,2026-04-29,High,871.78,0.04,0.92,49,0.08,1.002557226380844,3.92,0.48,2,0,4,2,9.900000000000002,12.51,HIGH RISK,-20.54,25.54,factory_swap,35.54,5.565,Swap to F2 (dist 347km) → pred 5.57h [Δ +35.5],7.697,6.656,-0.404,0.521,0.342,-0.003,-0.213,-0.017,-0.569,-0.078,-0.011,0.412,-0.296,distance_km,6.656,traffic_index,0.521,week_of_month,0.412,production_variability,-0.003,Base: 7.7h | Drivers: distance_km: +6.66h | traffic_index: +0.52h | week_of_month: +0.41h | Helping: production_variability: -0.00h,1
F2,P191,2026-04-29,Low,271.34,0.04,0.92,42,0.06,1.0408378624537205,2.52,0.48,2,0,4,0,2.839999999999999,4.72,low risk,10.0,10.0,none_needed,0.0,4.72,On-time — no action needed,7.697,-2.859,-0.246,0.506,-0.106,0.062,-0.044,0.024,-0.266,-0.028,0.002,0.269,0.032,traffic_index,0.506,week_of_month,0.269,production_variability,0.062,day_of_week,-0.028,Base: 7.7h | Drivers: traffic_index: +0.51h | week_of_month: +0.27h | production_variability: +0.06h | Helping: day_of_week: -0.03h,27
F3,P112,2026-04-29,Low,162.98,0.04,0.92,43,0.15,1.0277595943815367,6.45,0.48,2,0,4,0,2.67,2.64,low risk,10.0,10.0,none_needed,0.0,2.64,On-time — no action needed,7.697,-4.913,-0.237,0.277,-0.089,-0.037,-0.133,-0.004,-0.345,-0.027,0.002,0.276,0.037,traffic_index,0.277,week_of_month,0.276,priority_encoded,0.037,supply_risk,-0.004,Base: 7.7h | Drivers: traffic_index: +0.28h | week_of_month: +0.28h | priority_encoded: +0.04h | Helping: supply_risk: -0.00h,28
F3,P39,2026-04-29,Medium,638.0,0.04,0.92,43,0.15,1.0076511405281243,6.45,0.48,2,0,4,1,9.62,9.72,HIGH RISK,-19.97,19.97,reschedule,29.97,5.928,Reschedule to 2026-04-20 (severity 0.33) → pred 5.93h [Δ +30.0],7.697,2.869,-0.644,0.524,-0.037,-0.014,-0.01,-0.014,-0.561,-0.033,0.002,0.469,-0.029,distance_km,2.869,traffic_index,0.524,week_of_month,0.469,routing_complexity,-0.01,Base: 7.7h | Drivers: distance_km: +2.87h | traffic_index: +0.52h | week_of_month: +0.47h | Helping: routing_complexity: -0.01h,18
F2,P114,2026-04-29,Medium,469.93,0.04,0.92,42,0.06,1.0418949969642766,2.52,0.48,2,0,4,1,8.29,7.2,low risk,10.0,10.0,none_needed,0.0,7.2,On-time — no action needed,7.697,0.149,-0.398,0.565,-0.106,0.004,-0.062,0.023,-0.533,-0.049,0.002,0.275,-0.007,traffic_index,0.565,week_of_month,0.275,distance_km,0.149,priority_encoded,-0.007,Base: 7.7h | Drivers: traffic_index: +0.56h | week_of_month: +0.27h | distance_km: +0.15h | Helping: priority_encoded: -0.01h,29
F5,P185,2026-04-29,Low,769.2,0.04,0.92,31,0.14,1.005653418980742,4.340000000000001,0.48,2,0,4,0,9.96,11.7,HIGH RISK,-23.93,23.93,reschedule,33.93,6.774,Reschedule to 2026-04-10 (severity 0.31) → pred 6.77h [Δ +33.9],7.697,4.974,-0.724,0.541,-0.193,0.002,-0.154,-0.017,-0.854,-0.034,-0.0,0.353,0.166,distance_km,4.974,traffic_index,0.541,week_of_month,0.353,is_weekend,-0.0,Base: 7.7h | Drivers: distance_km: +4.97h | traffic_index: +0.54h | week_of_month: +0.35h | Helping: is_weekend: -0.00h,4
F2,P3,2026-04-29,Medium,677.1,0.04,0.92,42,0.06,1.01389669013593,2.52,0.48,2,0,4,1,10.04,10.18,HIGH RISK,-20.87,20.87,reschedule,30.87,6.269,Reschedule to 2026-04-10 (severity 0.31) → pred 6.27h [Δ +30.9],7.697,3.272,-0.706,0.574,-0.148,0.028,0.003,0.081,-0.594,-0.044,0.002,0.329,-0.023,distance_km,3.272,traffic_index,0.574,week_of_month,0.329,priority_encoded,-0.023,Base: 7.7h | Drivers: distance_km: +3.27h | traffic_index: +0.57h | week_of_month: +0.33h | Helping: priority_encoded: -0.02h,15
F4,P195,2026-04-29,Medium,594.9,0.04,0.92,49,0.08,1.0228950673298214,3.92,0.48,2,0,4,1,6.390000000000002,9.28,HIGH RISK,-19.08,19.08,reschedule,29.08,5.796,Reschedule to 2026-04-20 (severity 0.33) → pred 5.80h [Δ +29.1],7.697,1.569,-0.543,0.574,0.347,-0.008,-0.042,-0.005,-0.426,-0.062,0.002,0.336,-0.009,distance_km,1.569,traffic_index,0.574,base_production_per_week,0.347,supply_risk,-0.005,Base: 7.7h | Drivers: distance_km: +1.57h | traffic_index: +0.57h | base_production_per_week: +0.35h | Helping: supply_risk: -0.01h,19
F2,P127,2026-04-29,Medium,267.7,0.04,0.92,42,0.06,0.9985037229173324,2.52,0.48,2,0,4,1,4.54,4.8,low risk,10.0,10.0,none_needed,0.0,4.8,On-time — no action needed,7.697,-2.805,-0.273,0.549,-0.169,0.037,0.163,0.084,-0.287,-0.025,0.002,0.391,-0.013,traffic_index,0.549,week_of_month,0.391,routing_complexity,0.163,priority_encoded,-0.013,Base: 7.7h | Drivers: traffic_index: +0.55h | week_of_month: +0.39h | routing_complexity: +0.16h | Helping: priority_encoded: -0.01h,30
F3,P20,2026-04-29,Low,479.97,0.04,0.92,43,0.15,0.998382564660026,6.45,0.48,2,0,4,0,6.34,7.55,HIGH RISK,-15.63,15.63,reschedule,25.63,4.973,Reschedule to 2026-04-20 (severity 0.33) → pred 4.97h [Δ +25.6],7.697,0.413,-0.42,0.505,-0.052,-0.008,0.146,-0.016,-0.668,-0.026,0.002,0.505,0.076,traffic_index,0.505,week_of_month,0.505,distance_km,0.413,production_variability,-0.008,Base: 7.7h | Drivers: traffic_index: +0.51h | week_of_month: +0.51h | distance_km: +0.41h | Helping: production_variability: -0.01h,23
F4,P131,2026-04-29,High,289.08,0.04,0.92,49,0.08,1.0224791341126345,3.92,0.48,2,0,4,2,5.07,5.25,low risk,15.0,20.0,none_needed,0.0,5.25,On-time — no action needed,7.697,-2.779,-0.266,0.468,0.3,-0.031,-0.11,-0.006,-0.277,-0.029,0.001,0.291,-0.036,traffic_index,0.468,base_production_per_week,0.3,week_of_month,0.291,supply_risk,-0.006,Base: 7.7h | Drivers: traffic_index: +0.47h | base_production_per_week: +0.30h | week_of_month: +0.29h | Helping: supply_risk: -0.01h,16
F2,P71,2026-04-29,Medium,270.95,0.04,0.92,42,0.06,1.015320084052998,2.52,0.48,2,0,4,1,3.18,4.77,low risk,10.0,10.0,none_needed,0.0,4.77,On-time — no action needed,7.697,-2.893,-0.26,0.488,-0.082,0.062,0.013,0.084,-0.244,-0.029,0.002,0.284,-0.002,traffic_index,0.488,week_of_month,0.284,supply_risk,0.084,priority_encoded,-0.002,Base: 7.7h | Drivers: traffic_index: +0.49h | week_of_month: +0.28h | supply_risk: +0.08h | Helping: priority_encoded: -0.00h,31
F4,P198,2026-04-29,High,590.5,0.04,0.92,49,0.08,1.0026212431385568,3.92,0.48,2,0,4,2,8.03,9.28,HIGH RISK,-14.08,19.08,reschedule,29.08,5.755,Reschedule to 2026-04-20 (severity 0.33) → pred 5.75h [Δ +29.1],7.697,1.601,-0.543,0.518,0.378,-0.008,-0.013,-0.017,-0.456,-0.058,0.001,0.546,-0.056,distance_km,1.601,week_of_month,0.546,traffic_index,0.518,production_variability,-0.008,Base: 7.7h | Drivers: distance_km: +1.60h | week_of_month: +0.55h | traffic_index: +0.52h | Helping: production_variability: -0.01h,20
F2,P75,2026-04-29,Low,400.02,0.04,0.92,42,0.06,0.9988962584826012,2.52,0.48,2,0,4,0,5.25,6.01,low risk,10.0,10.0,none_needed,0.0,6.01,On-time — no action needed,7.697,-1.339,-0.385,0.558,-0.176,-0.004,0.137,0.084,-0.445,-0.026,0.002,0.385,0.077,traffic_index,0.558,week_of_month,0.385,routing_complexity,0.137,production_variability,-0.004,Base: 7.7h | Drivers: traffic_index: +0.56h | week_of_month: +0.39h | routing_complexity: +0.14h | Helping: production_variability: -0.00h,32
F5,P19,2026-04-29,Medium,818.97,0.04,0.92,31,0.14,1.0126326197974194,4.340000000000001,0.48,2,0,4,1,14.230000000000004,12.27,HIGH RISK,-25.06,25.06,factory_swap,35.06,2.22,Swap to F3 (dist 120km) → pred 2.22h [Δ +35.1],7.697,4.718,-0.756,0.399,-0.186,0.001,-0.01,-0.017,-0.694,-0.09,-0.0,0.303,0.045,distance_km,4.718,traffic_index,0.399,week_of_month,0.303,is_weekend,-0.0,Base: 7.7h | Drivers: distance_km: +4.72h | traffic_index: +0.40h | week_of_month: +0.30h | Helping: is_weekend: -0.00h,2
